dataset_index,full_name,pdes,neo,a,e,i,moid,diameter,E_M_useful_kg,sigma_M_kg,value_usd,comp_class,value_per_kg,total_mass_kg,dv_out_kms,cargo_LLO_kg,dry_mass_kg,prop_mass_kg,tof_out_days,loiter_days,tof_ret_days,mission_time_days,mission_cost_usd,revenue_LLO_usd,net_cost_usd,direct_cost_usd,feasible,verdict,profit_usd,direct_minus_mining_usd,total_time_years
603287,       (2010 GD76),2010 GD76,N,3.144865194997994,0.3128779707714896,14.3008463108526,1.20038,3.806,14666280202908.832,1466628020290.8833,0.9999,C,0.9999,38393403672536.21,6.233115372208378,61555.42071154101,55000.0,1201269.1398484118,618.6440677966102,643.8305084745763,805.0169491525423,2067.4915254237285,1261519003.8295002,61549.26516946986,1261457454.5643308,300174732.60871863,True,direct_cheaper_than_mining,-1261457454.5643308,-961282721.9556122,5.660483300270304
15608, 15609 Kosmaczewski (2000 GP124),15609,N,2.270821078220154,0.2895434509305886,6.729755546917488,0.598697,4.114,18522793636983.645,1852279363698.3645,0.9999,C,0.9999,48488988578491.22,8.21434792489127,110736.89332061855,55000.0,609085.5199119418,561.0169491525423,1188.6101694915253,433.93220338983053,2183.5593220338983,669212209.7000836,110725.81963128649,669101483.8804523,424726022.7852213,True,direct_cheaper_than_mining,-669101483.8804523,-244375461.095231,5.978259608580146
138866,138867 (2000 XD5),138867,N,3.430557014101298,0.1035627791599381,14.13602954648668,2.08329,9.093,200002396446904.53,20000239644690.453,0.9999,C,0.9999,523566482845299.8,7.584660661659784,58302.98683722668,55000.0,1415863.7445624715,532.2033898305085,1139.084745762712,681.3220338983051,2352.6101694915255,1476158244.2213407,58297.15653854296,1476099947.0648022,291937996.0132219,True,direct_cheaper_than_mining,-1476099947.0648022,-1184161951.0515802,6.4410956043573595
260463,260464 (2005 AD78),260464,N,4.011873223554378,0.2696429903635738,3.088016435847255,1.93858,5.942,55809941667438.086,5580994166743.809,0.9999,C,0.9999,146099323736748.9,9.254111372654936,70778.4205479433,55000.0,1064446.7313521723,762.7118644067797,0.0,1052.406779661017,1815.1186440677966,1124668136.2722936,70771.34270588851,1124597364.9295876,323531831.6946365,True,direct_cheaper_than_mining,-1124597364.9295876,-801065533.234951,4.969524008399169
600256,       (2010 CJ243),2010 CJ243,N,5.136148522612448,0.116897134662615,27.0987469274254,3.60056,12.131,474901383048875.2,47490138304887.52,0.9999,C,0.9999,1243197337824280.5,9.781940209832529,27530.695421420773,55000.0,2578398.9806743064,1194.915254237288,0.0,990.5593220338983,2185.4745762711864,2638935287.6622868,27527.94235187863,2638907759.719935,214007661.79995713,True,direct_cheaper_than_mining,-2638907759.719935,-2424900097.9199777,5.983503288901264
102151,102152 (1999 RL201),102152,N,3.177472573865221,0.321518261806144,18.52374591320972,1.18561,8.205,146943162463997.28,14694316246399.729,0.9999,C,0.9999,384667964565437.94,5.732679977506459,63596.82908894475,55000.0,1424972.1134432228,474.5762711864407,2773.423728813559,990.5593220338983,4238.559322033898,1485268507.642819,63590.46940603586,1485204917.1734128,305344566.5663913,True,direct_cheaper_than_mining,-1485204917.1734128,-1179860350.6070216,11.604542976136614
249658,249659 (1999 VD14),249659,N,2.36582805739125,0.2553676139177869,24.73511280225772,0.766961,2.557,4447396093598.571,444739609359.8572,0.9999,C,0.9999,11642398150781.6,7.594759896333235,54957.02662582183,55000.0,1414352.7881995537,388.135593220339,1386.7118644067796,372.08474576271186,2146.93220338983,1474646973.5794992,54951.530923159255,1474592022.048576,283464405.4698432,True,direct_cheaper_than_mining,-1474592022.048576,-1191127616.578733,5.877980022970103
5143,  5144 Achates (1991 XX),5144,N,5.196490869104852,0.272967633848167,8.912930839989421,2.76504,80.958,1.4115391835409792e+17,1.4115391835409792e+16,0.9999,C,0.9999,3.6951287527250765e+17,10.553059838992516,56930.610018873864,55000.0,1662981.0411937295,1310.1694915254238,148.57627118644066,1114.2542372881355,2573.0,1723326941.2502978,56924.916957871974,1723270016.33334,288462473.7430201,True,direct_cheaper_than_mining,-1723270016.33334,-1434807542.5903199,7.044490075290897
593581,       (2009 SA339),2009 SA339,N,2.665864836184645,0.3380865802570289,7.896304046668059,0.771625,1.367,679546484211.5177,67954648421.15177,0.9999,C,0.9999,1778917497935.9102,8.116692667931371,96427.82330200529,55000.0,664637.6242534808,359.3220338983051,0.0,743.1694915254237,1102.491525423729,724775868.8793255,96418.1805196751,724679450.6988058,388488532.57808083,True,direct_cheaper_than_mining,-724679450.6988058,-336190918.120725,3.0184572906878273
92178, 92179 (1999 XC200),92179,N,3.223802706068478,0.0472265623199168,20.31933956318705,2.11142,11.413,395469575745281.75,39546957574528.18,0.9999,C,0.9999,1035260669490266.4,7.873712397861996,39981.56257169267,55000.0,1641174.902294404,445.7627118644068,49.52542372881356,557.6271186440678,1052.915254237288,1701516266.6740813,39977.5644154355,1701476289.1096659,245539283.06126046,True,direct_cheaper_than_mining,-1701476289.1096659,-1455937006.0484054,2.8827248575969557
423857,423858 (2006 QY162),423858,N,3.054637219741992,0.2007638824863998,25.24581462998065,1.55442,4.712,27831042308386.004,2783104230838.6006,0.9999,C,0.9999,72856131697345.56,8.214178952660134,51211.22092518973,55000.0,2421305.150933972,849.1525423728814,1981.0169491525423,495.77966101694915,3325.9491525423728,2481808782.405366,51206.09980309721,2481757576.305563,273978212.6412431,True,direct_cheaper_than_mining,-2481757576.305563,-2207779363.66432,9.10595250524948
19751, 19752 (2000 CH67),19752,N,3.990106946777753,0.1525389917401526,23.9213952103783,2.43889,23.358,3390163068597004.5,339016306859700.5,0.9999,C,0.9999,8874772430882210.0,8.51830965641664,36881.28036257576,55000.0,1827475.5973762532,964.406779661017,0.0,866.8644067796611,1831.271186440678,1887855712.3005073,36877.5922345395,1887818834.7082727,237687868.11632657,True,direct_cheaper_than_mining,-1887818834.7082727,-1650130966.5919461,5.013747259248947
23151, 23152 (2000 CS8),23152,N,5.216925907027604,0.1504079198240472,11.4288499152356,3.46641,19.483,1967347681218322.0,196734768121832.25,0.9999,C,0.9999,5150124819943251.0,9.408647601622464,47994.78964887168,55000.0,1680693.690558188,1079.6610169491526,0.0,1114.2542372881355,2193.915254237288,1741043274.845824,47989.99016990679,1740995284.855654,265832652.04744482,True,direct_cheaper_than_mining,-1740995284.855654,-1475162632.8082092,6.006612605714683
325761,325762 (2010 AL94),325762,N,3.449257916115868,0.1036869577002832,12.97998180491251,2.11944,6.281,65917390496054.96,6591739049605.496,0.9999,C,0.9999,172558613864018.22,8.941384150433096,60916.102702590884,55000.0,1482486.3889234127,532.2033898305085,1337.186440677966,495.77966101694915,2365.169491525424,1542794746.0923085,60910.01109232062,1542733836.081216,298555670.0100702,True,direct_cheaper_than_mining,-1542733836.081216,-1244178166.071146,6.475481154073713
10609, 10610 (1996 XR1),10610,N,3.957515704024375,0.2185450607021975,4.633304048535146,2.09637,23.207,3324839098137028.5,332483909813702.9,0.9999,C,0.9999,8703767272610022.0,8.039173160532101,59836.87055167588,55000.0,1269222.5205947151,561.0169491525423,0.0,928.7118644067797,1489.7288135593221,1329486518.8789988,59830.88686462071,1329426687.992134,295822531.9061165,True,direct_cheaper_than_mining,-1329426687.992134,-1033604156.0860176,4.078655204816761
2593,  2594 Acamas (1978 TB),2594,N,5.05937294998759,0.0854165589857044,5.535424166660904,3.61619,25.874,4607913815496607.0,460791381549660.75,0.9999,C,0.9999,1.2062601611247662e+16,8.955505249414571,49801.81515573853,55000.0,1864686.6455799474,820.3389830508474,0.0,990.5593220338983,1810.8983050847457,1925074500.402228,49796.834974222955,1925024703.5672538,270408915.14658135,True,direct_cheaper_than_mining,-1925024703.5672538,-1654615788.4206724,4.957969349992459
66718, 66719 (1999 TG105),66719,N,2.541487898284794,0.1004723626437817,19.49299475135484,1.2835,10.093,273510778679891.5,27351077867989.152,0.9999,C,0.9999,715996802826941.1,5.945381118988473,56884.543139238696,55000.0,1639224.45525312,532.2033898305085,742.8813559322034,372.08474576271186,1647.1694915254238,1699565413.9398127,56878.85468492477,1699508535.0851278,288345810.1095708,True,direct_cheaper_than_mining,-1699508535.0851278,-1411162724.975557,4.5097042889128645
131450,131451 (2001 QD174),131451,N,5.096035513261152,0.0764104885957137,27.25681817643693,3.71513,21.208,2537539260731021.5,253753926073102.16,0.9999,C,0.9999,6642772933850841.0,8.990102595666322,30945.632651762236,55000.0,2143861.792466224,1166.1016949152543,0.0,1052.406779661017,2218.5084745762715,2204307715.719057,30942.538088497062,2204276773.1809688,222655935.53693134,True,direct_cheaper_than_mining,-2204276773.1809688,-1981620837.6440375,6.073945173377882
610068,       (2010 NR13),2010 NR13,N,3.754095262177189,0.1756806458719696,20.94930727463854,2.18942,4.429,23111634836490.293,2311163483649.0293,0.9999,C,0.9999,60501661875629.04,7.869927456073188,23295.757297923075,55000.0,1832369.29169286,676.271186440678,0.0,805.0169491525423,1481.2881355932204,1892750424.505532,23293.427722193283,1892727131.0778098,203282748.95946726,True,direct_cheaper_than_mining,-1892727131.0778098,-1689444382.1183426,4.0555458880033415
111433,111434 (2001 XQ215),111434,N,3.217089658901349,0.2150557933908937,6.925837168579517,1.52783,5.333,40348591350361.04,4034859135036.104,0.9999,C,0.9999,105624584686809.0,7.587281389838177,60157.855229509805,55000.0,1027254.6854025124,733.8983050847457,693.3559322033898,619.4745762711864,2046.728813559322,1087468354.3770764,60151.83944398686,1087408202.5376325,296635420.4519492,True,direct_cheaper_than_mining,-1087408202.5376325,-790772782.0856833,5.603638093249342
445283,445284 (2009 WH138),445284,N,2.160785011726233,0.1378009654860709,2.912091041953844,0.874759,1.220,483051147599.4592,48305114759.94592,0.9999,C,0.9999,1264531799998.5842,5.679382936021791,111666.12816839351,55000.0,457455.4991239953,301.6949152542373,693.3559322033898,248.38983050847457,1243.4406779661017,517550649.8678131,111654.96155557666,517438994.9062575,427079295.1259517,True,direct_cheaper_than_mining,-517438994.9062575,-90359699.7803058,3.4043550389215653
31231, 31232 Slavonice (1998 CF),31232,N,2.859267940599112,0.0178198229556012,12.23331539165963,1.83233,7.272,102299906512921.52,10229990651292.152,0.9999,C,0.9999,267800802389846.9,6.7309373758553805,71291.74806207782,55000.0,1253484.9598767157,647.457627118644,940.9830508474575,433.93220338983053,2022.3728813559323,1313745684.74837,71284.61888727162,1313674400.1294827,324831825.38691056,True,direct_cheaper_than_mining,-1313674400.1294827,-988842574.7425722,5.536955185094955
244477,244478 (2002 SY22),244478,N,3.998556008845006,0.1661836003380075,8.868688348385172,2.3378,10.050,270029872561422.8,27002987256142.28,0.9999,C,0.9999,706884483145085.9,8.82096381530404,67237.56732744059,55000.0,1397823.9663759181,1079.6610169491526,0.0,743.1694915254237,1822.8305084745762,1458114713.7609243,67230.84357070785,1458047482.9173536,314564677.73312956,True,direct_cheaper_than_mining,-1458047482.9173536,-1143482805.1842241,4.9906379424355265
607005,       (2010 KD85),2010 KD85,N,3.787449118592075,0.3037548672190652,25.42025688166069,1.76276,2.617,4767874266448.343,476787426644.8343,0.9999,C,0.9999,12481346247246.97,8.59713337813524,39582.86829562152,55000.0,1957246.5221921892,445.7627118644068,1881.966101694915,372.08474576271186,2699.8135593220336,2017653629.468805,39578.91000879196,2017614050.5587962,244529596.20488355,True,direct_cheaper_than_mining,-2017614050.5587962,-1773084454.3539126,7.39168667849975
15397, 15398 (1997 UZ23),15398,N,5.128779956576502,0.0253402996988217,28.47030665993791,4.02556,35.516,1.191751667153e+16,1191751667153000.0,0.9999,C,0.9999,3.119768762180628e+16,9.892571915455848,25942.352126432444,55000.0,2439158.6777359955,993.2203389830509,0.0,805.0169491525423,1798.2372881355932,2499666022.7409644,25939.7578912198,2499640082.983073,209985207.89324996,True,direct_cheaper_than_mining,-2499640082.983073,-2289654875.0898232,4.923305374772329
466434,466435 (2013 TE57),466435,N,3.062111710190651,0.086451733257112,15.23279434586091,1.80645,3.296,9525224827022.951,952522482702.2954,0.9999,C,0.9999,24935143526238.098,7.29689263365149,57172.98812623542,55000.0,1155439.2836235196,647.457627118644,940.9830508474575,433.93220338983053,2022.3728813559323,1215679614.9945133,57167.27082742279,1215622447.7236857,289076292.4105167,True,direct_cheaper_than_mining,-1215622447.7236857,-926546155.313169,5.536955185094955
38612, 38613 (2000 AV110),38613,N,3.976482264518872,0.1408717876412895,15.19731426633221,2.40851,24.016,3684814680590601.5,368481468059060.25,0.9999,C,0.9999,9646111729294770.0,10.22988835548886,57094.407549830445,55000.0,1745982.0462139875,733.8983050847457,99.05084745762711,990.5593220338983,1823.508474576271,1806345210.4796002,57088.69810907546,1806288121.781491,288877288.36173904,True,direct_cheaper_than_mining,-1806288121.781491,-1517410833.4197521,4.992494112460701
610247,       (2010 NL32),2010 NL32,N,3.006821716657265,0.0341379455680646,21.92994591236901,1.96364,3.643,12861485721231.78,1286148572123.178,0.9999,C,0.9999,33668810788564.867,8.150157196372117,49455.586429962204,55000.0,1473972.969338558,561.0169491525423,990.5084745762712,433.93220338983053,1985.4576271186443,1534279555.7161803,49450.64087131921,1534230105.075309,269532096.4544211,True,direct_cheaper_than_mining,-1534230105.075309,-1264698008.620888,5.435886727224214
3654,  3655 Eupraksia (1978 SA3),3655,N,4.018049974048776,0.2011241229774783,3.821290700126708,2.21223,36.660,1.310662905217491e+16,1310662905217491.0,0.9999,C,0.9999,3.431054725700238e+16,8.726565464159455,66288.5443632436,55000.0,1111551.1671379001,647.457627118644,198.10169491525423,990.5593220338983,1836.1186440677966,1171782369.7806647,66281.91550880729,1171716087.865156,312161292.30509645,True,direct_cheaper_than_mining,-1171716087.865156,-859554795.5600595,5.0270188749289435
215339,215340 (2001 UX210),215340,N,5.120623831126637,0.0618302630234187,17.53908509542507,3.84585,11.670,422791448271025.0,42279144827102.5,0.9999,C,0.9999,1106783895997447.6,10.053415124938502,40224.29165176817,55000.0,2595033.499384447,1137.2881355932204,148.57627118644066,928.7118644067797,2214.576271186441,2655573266.3523192,40220.269222603,2655533046.0830965,246153990.56152308,True,direct_cheaper_than_mining,-2655533046.0830965,-2409379055.5215735,6.063179387231871
55567, 55568 (2002 CU15),55568,N,5.124742913536162,0.0344642759392187,25.7421410061081,3.9759,27.608,5597814013968515.0,559781401396851.5,0.9999,C,0.9999,1.4653963387352132e+16,9.809585877678684,33481.698363085285,55000.0,2216679.6116012437,935.5932203389831,0.0,866.8644067796611,1802.4576271186443,2277140680.9604564,33478.350193248974,2277107202.6102633,229078481.25507995,True,direct_cheaper_than_mining,-2277107202.6102633,-2048028721.3551834,4.9348600331790395
459735,459736 (2013 QA6),459736,N,3.566297738863269,0.0306828366902622,16.7280629312836,2.44767,4.992,33093092727558.82,3309309272755.8823,0.9999,C,0.9999,86631132794656.6,8.195674857195584,53726.80857363243,55000.0,1539002.8949655043,618.6440677966102,2476.271186440678,557.6271186440678,3652.5423728813557,1599323007.5676572,53721.435892775065,1599269286.1317644,280348897.99375486,True,direct_cheaper_than_mining,-1599269286.1317644,-1318920388.1380095,10.000116010626574
507012,507013 (2008 TP165),507013,N,4.064415433467849,0.2995089553724591,14.30837575803136,1.86646,4.553,25107679550702.19,2510767955070.219,0.9999,C,0.9999,65726909818592.125,10.563533754084723,60449.64401510624,55000.0,1780657.8720248549,820.3389830508474,49.52542372881356,1361.6440677966102,2231.508474576271,1841028248.862236,60443.59905070473,1840967805.2631853,297374370.8691916,True,direct_cheaper_than_mining,-1840967805.2631853,-1543593434.3939936,6.109537233610598
454592,454593 (2014 PC44),454593,N,3.562212343922236,0.0262424326712541,19.11640779192791,2.48458,4.905,31392843958533.344,3139284395853.3345,0.9999,C,0.9999,82180219786736.5,8.101742451165306,42687.328648364695,55000.0,1692936.4357478363,532.2033898305085,0.0,928.7118644067797,1460.915254237288,1753288566.5264719,42683.059915499856,1753245883.4665563,252391592.23150507,True,direct_cheaper_than_mining,-1753245883.4665563,-1500854291.2350512,3.999767978746853
237322,237323 (2009 BP88),237323,N,3.985464236787449,0.0995381918070384,6.431863003907528,2.57767,5.941,55781769057335.234,5578176905733.523,0.9999,C,0.9999,146025573448521.56,7.882717494937661,51063.9008008723,55000.0,1321115.3903342579,561.0169491525423,1436.2372881355932,681.3220338983051,2678.576271186441,1381390182.3354473,51058.794410792216,1381339123.5410366,273605126.790428,True,direct_cheaper_than_mining,-1381339123.5410366,-1107733996.7506087,7.333542152461166
41799, 41800 Robwilliams (2000 WM19),41800,N,2.606275531686022,0.2324155984360092,25.00212043047111,1.17976,8.100,141373719018003.8,14137371901800.385,0.9999,C,0.9999,370088269680638.25,6.485952844603705,42412.891673429796,55000.0,1498128.1811800604,532.2033898305085,495.2542372881356,681.3220338983051,1708.7796610169491,1558439791.8417459,42408.65038426245,1558397383.1913617,251696584.99632174,True,direct_cheaper_than_mining,-1558397383.1913617,-1306700798.19504,4.678383739950579
599880,       (2010 CM205),2010 CM205,N,2.441543636329007,0.0543835382835499,12.43286861621262,1.2942,2.576,4547274821540.876,454727482154.0877,0.9999,C,0.9999,11903860789374.02,6.614580345335405,78700.37367381713,55000.0,747103.9227844161,445.7627118644068,2723.8983050847455,495.77966101694915,3665.4406779661012,807259320.4003552,78692.50363644975,807180627.8967187,343594050.8637967,True,direct_cheaper_than_mining,-807180627.8967187,-463586577.032922,10.035429645355514
26079, 26080 Pablomarques (1980 EF),26080,N,2.278363434435866,0.1588758637901955,9.878615362413056,0.917853,7.207,99581162612480.1,9958116261248.01,0.9999,C,0.9999,260683671760419.1,7.1147454802687315,83829.98134941614,55000.0,565892.5142299425,388.135593220339,1337.186440677966,495.77966101694915,2221.101694915254,626010219.8729023,83821.5983512812,625926398.274551,356584699.98838645,True,direct_cheaper_than_mining,-625926398.274551,-269341698.2861646,6.081045023724172
161333,161334 (2003 QY103),161334,N,4.023693748199836,0.2339815962799865,6.644852769116913,2.09518,9.229,209111329950323.44,20911132995032.344,0.9999,C,0.9999,547411858508700.06,9.050036177612649,65249.345609913275,55000.0,1161685.5975984877,906.7796610169491,49.52542372881356,866.8644067796611,1823.1694915254238,1221927228.2027884,65242.82067535228,1221861985.382113,309529538.13811743,True,direct_cheaper_than_mining,-1221861985.382113,-912332447.2439955,4.991566027448115
